ID;S_CODE;NAME;REL;DATEOUT
2350;A08.28.003;Иммуноморфологическое исследование тканей почки;0;01.01.2018
2351;A08.28.004;Патолого-анатомическое исследование биопсийного (операционного) материала мочевого пузыря;1;
2352;A08.28.005;Патолого-анатомическое исследование биопсийного (операционного) материала почек;1;
2353;A08.28.006;Цитологическое исследование микропрепарата тканей почек;1;
2354;A08.28.007;Цитологическое исследование микропрепарата тканей мочевого пузыря;1;
2355;A08.28.008;Цитологическое исследование микропрепарата тканей почечной лоханки и мочеточника;1;
2356;A08.28.009;Патолого-анатомическое исследование биопсийного (операционного) материала почечной лоханки и мочеточника;1;
2357;A08.28.010;Гистохимическое исследование препарата тканей мочевыделительной системы;0;01.01.2018
2358;A08.28.011;Гистохимическое исследование препарата тканей почки;0;01.01.2018
2359;A08.28.012;Исследование мочи для выявления клеток опухоли;1;
2360;A08.28.013;Патолого-анатомическое исследование биопсийного (операционного) материала уретры;1;
2361;A08.28.014;Морфологическое исследование препарата тканей почки;0;01.01.2018
2362;A08.30.001;Патолого-анатомическое исследование биопсийного (операционного) материала плаценты;1;
2363;A08.30.002;Иммуноцитохимическое исследование с моноклональными антителами материала из различных тканей и органов для выявления метастазов опухоли (онкомаркеры-цитокератины, пт23, SCC, РЭА и другие);1;
2364;A08.30.003;Цитологическое исследование пунктатов и отпечатков биоптатов опухолей забрюшинного пространства;1;
2365;A08.30.004;Иммуноцитохимическое исследование биологического материала;1;
2366;A08.30.005;Цитофлуометрия проточная;0;01.01.2018
2367;A08.30.006;Просмотр гистологического препарата;1;
2368;A08.30.007;Просмотр цитологического препарата;1;
2369;A08.30.008;Молекулярно-биологическое исследование мутации генов в тканях;0;01.01.2018
2370;A08.30.008.001;Молекулярно-генетическое исследование мутации в гене V617F (замена 617-й аминокислоты с валина на фенилаланин) JAK2 (янус тирозин-киназа второго типа) в крови;0;01.01.2018
2371;A08.30.008.002;Молекулярно-генетическое исследование мутации гена FLT3 (fms-подобная тирозин-киназа третьего типа) в крови;0;01.01.2018
2372;A08.30.008.003;Молекулярно-генетическое исследование мутации гена FLT3 (fms-подобная тирозин-киназа третьего типа) в костном мозге;0;01.01.2018
2373;A08.30.008.004;Молекулярно-генетическое исследование мутации гена NPM1 (нуклеофосмин 1) в крови;0;01.01.2018
2374;A08.30.008.005;Молекулярно-генетическое исследование мутации гена NPM1 (нуклеофосмин 1) в костном мозге;0;01.01.2018
2375;A08.30.008.006;Молекулярно-генетическое исследование точечных мутаций гена bcr-abl (химерный ген, образованный слиянием области кластера разрывов на 22 хромосоме и гена тирозин-киназы Абельсона на 9 хромосоме) методом прямого секвенирования;0;01.01.2018
2376;A08.30.008.007;Молекулярно-генетическое исследование мутации G1691A в гене фактора V (мутация Лейдена в пятом факторе свертывания);0;01.01.2018
2377;A08.30.009;Исследование цитронов рибонуклеиновой кислоты (РНК) в клетках тканей;0;01.01.2018
2378;A08.30.010;Морфологическое исследование препарата тканей брюшины;0;01.01.2018
2379;A08.30.011;Цитологическое исследование микропрепарата тканей брюшины;1;
2380;A08.30.012;Патолого-анатомическое исследование биопсийного (операционного) материала брюшины;1;
2381;A08.30.013;Патолого-анатомическое исследование биопсийного (операционного) материала с применением иммуногистохимических методов;1;
2382;A08.30.013.001;Патолого-анатомическое исследование белка к рецепторам HER2/neu с применением иммуногистохимических методов;1;
2383;A08.30.014;Патолого-анатомическое исследование биопсийного (операционного) материала опухолей, опухолеподобных образований мягких тканей;1;
2384;A08.30.015;Патолого-анатомическое исследование биопсийного (операционного) материала сальника;1;
2385;A08.30.016;Цитологическое исследование микропрепарата пунктатов опухолей, опухолеподобных образований мягких тканей;1;
2386;A08.30.017;Срочное интраоперационное патолого-анатомическое исследование;1;
2387;A08.30.018;Срочное интраоперационное цитологическое исследование;1;
2388;A08.30.019;Патологоанатомическое вскрытие;1;
2389;A08.30.019.001;Патологоанатомическое вскрытие плода и новорожденного;1;
2390;A08.30.020;Морфологическое исследование последа;0;01.01.2018
2391;A08.30.021;Патолого-анатомическое исследование последа;1;
2392;A08.30.022;Цитологическое исследование последа;1;
2393;A08.30.023;Патолого-анатомическое исследование биоптата плацентарного ложа матки;1;
2394;A08.30.024;Патолого-анатомическое исследование материала ранних и поздних выкидышей;1;
2395;A08.30.025;Патолого-анатомическое исследование материала неразвивающихся беременностей;1;
2396;A08.30.030;Патолого-анатомическое исследование биопсийного (операционного) материала тканей забрюшинного пространства;1;
2397;A09.01.001;Микроскопия соскоба с кожи;0;01.01.2018
2398;A09.01.002;Исследование отделяемого высыпных элементов кожи на чувствительность к антибактериальным и противогрибковым препаратам;0;01.01.2018
2399;A09.01.003;Микроскопия мазков с поверхности кожи;0;01.01.2018
2400;A09.01.004;Микроскопия волос (трихометрия);0;01.01.2018
2401;A09.01.006;Микроскопия ногтей;0;01.01.2018
2402;A09.01.007;Исследование микроэлементов в волосах;1;
2403;A09.04.001;Иммунологическое исследование синовиальной жидкости;0;01.01.2018
2404;A09.04.002;Цитологическое исследование синовиальной жидкости;0;01.01.2018
2405;A09.04.003;Исследование химических свойств синовиальной жидкости;1;
2406;A09.04.004;Исследование физических свойств синовиальной жидкости;0;01.01.2018
2407;A09.04.005;Исследование уровня белка в синовиальной жидкости;1;
2408;A09.05.001;Исследование вязкости крови;0;01.01.2018
2409;A09.05.002;Оценка гематокрита;0;01.01.2018
2410;A09.05.003;Исследование уровня общего гемоглобина в крови;1;
2411;A09.05.004;Исследование уровня холестерина липопротеинов высокой плотности в крови;1;
2412;A09.05.005;Исследование уровня свободного гемоглобина в плазме крови;1;
2413;A09.05.006;Исследование уровня миоглобина в крови;1;
2414;A09.05.006.001;Экспресс-исследование уровня миоглобина в крови;1;
2415;A09.05.007;Исследование уровня железа сыворотки крови;1;
2416;A09.05.008;Исследование уровня трансферрина сыворотки крови;1;
2417;A09.05.009;Исследование уровня С-реактивного белка в сыворотке крови;1;
2418;A09.05.010;Исследование уровня общего белка в крови;1;
2419;A09.05.011;Исследование уровня альбумина в крови;1;
2420;A09.05.012;Исследование уровня общего глобулина в крови;0;01.01.2018
2421;A09.05.013;Определение альбумин/глобулинового соотношения в крови;1;
2422;A09.05.014;Определение соотношения белковых фракций методом электрофореза;1;
2423;A09.05.015;Исследование уровня общего небелкового азота в крови;0;01.01.2018
2424;A09.05.016;Исследование уровня аммиака в крови;1;
2425;A09.05.017;Исследование уровня мочевины в крови;1;
2426;A09.05.018;Исследование уровня мочевой кислоты в крови;1;
2427;A09.05.019;Исследование уровня креатина в крови;1;
2428;A09.05.020;Исследование уровня креатинина в крови;1;
2429;A09.05.021;Исследование уровня общего билирубина в крови;1;
2430;A09.05.021.001;Определение транскутанного билирубинового индекса;1;
2431;A09.05.022;Исследование уровня свободного и связанного билирубина в крови;1;
2432;A09.05.023;Исследование уровня глюкозы в крови;1;
2433;A09.05.023.001;Исследование уровня глюкозы в крови методом непрерывного мониторирования;1;
2434;A09.05.023.002;Дистанционное наблюдение за показателями уровня глюкозы крови;1;
2435;A09.05.024;Исследование уровня общих липидов в крови;0;01.01.2018
2436;A09.05.025;Исследование уровня триглицеридов в крови;1;
2437;A09.05.026;Исследование уровня холестерина в крови;1;
2438;A09.05.027;Исследование уровня липопротеинов в крови;1;
2439;A09.05.028;Исследование уровня холестерина липопротеинов низкой плотности;1;
2440;A09.05.029;Исследование уровня фосфолипидов в крови;1;
2441;A09.05.030;Исследование уровня натрия в крови;1;
2442;A09.05.031;Исследование уровня калия в крови;1;
2443;A09.05.032;Исследование уровня общего кальция в крови;1;
2444;A09.05.033;Исследование уровня неорганического фосфора в крови;1;
2445;A09.05.034;Исследование уровня хлоридов в крови;1;
2446;A09.05.035;Исследование уровня лекарственных препаратов в крови;1;
2447;A09.05.035.001;Исследование уровня лекарственных препаратов в крови методом тандемной масс-спектрометрии;1;
2448;A09.05.036;Исследование уровня спиртов, галогенпроизводных алифатических и ароматических углеводородов в крови;1;
2449;A09.05.036.001;Исследование уровня этанола, метанола в крови;1;
2450;A09.05.036.002;Исследование уровня этанола, метанола в моче;0;01.01.2018
2451;A09.05.036.003;Исследование уровня 2-пропанола, сивушных масел, других спиртов в моче;0;01.01.2018
2452;A09.05.036.004;Исследование уровня 2-пропанола, сивушных масел и других спиртов в крови;1;
2453;A09.05.036.005;Исследование уровня гликолей и их эфиров в крови;1;
2454;A09.05.036.006;Исследование уровня гликолей и их эфиров в моче;0;01.01.2018
2455;A09.05.036.007;Исследование уровня галогенпроизводных алифатических и ароматических углеводородов в крови;1;
2456;A09.05.037;Исследование уровня водородных ионов (pH) крови;1;
2457;A09.05.038;Исследование уровня осмолярности (осмоляльности) крови;1;
2458;A09.05.039;Определение активности лактатдегидрогеназы в крови;1;
2459;A09.05.039.001;Определение активности фракций лактатдегидрогеназы;1;
2460;A09.05.040;Определение активности глюкозо-6-фосфат дегидрогеназы в гемолизате эритроцитов;1;
2461;A09.05.041;Определение активности аспартатаминотрансферазы в крови;1;
2462;A09.05.042;Определение активности аланинаминотрансферазы в крови;1;
2463;A09.05.043;Определение активности креатинкиназы в крови;1;
2464;A09.05.044;Определение активности гамма-глютамилтрансферазы в крови;1;
2465;A09.05.044.001;Исследование уровня гамма-глютамилтранспетидазы крови;0;01.01.2018
2466;A09.05.045;Определение активности амилазы в крови;1;
2467;A09.05.046;Определение активности щелочной фосфатазы в крови;1;
2468;A09.05.047;Определение активности антитромбина III в крови;1;
2469;A09.05.048;Исследование уровня плазминогена в крови;1;
2470;A09.05.049;Исследование уровня факторов свертывания в крови;0;01.01.2018
2471;A09.05.050;Исследование уровня фибриногена в крови;1;
2472;A09.05.051;Исследование уровня продуктов паракоагуляции в крови;1;
2473;A09.05.052;Исследование уровня гепарина в крови;1;
2474;A09.05.053;Исследование уровня сульфгемоглобина в крови;1;
2475;A09.05.054;Исследование уровня иммуноглобулинов в крови;1;
2476;A09.05.054.001;Исследование уровня общего иммуноглобулина E в крови;1;
2477;A09.05.055;Исследование уровня тромбоцитарных факторов в крови;0;01.01.2018
2478;A09.05.056;Исследование уровня инсулина плазмы крови;1;
2479;A09.05.057;Исследование уровня гастрина сыворотки крови;1;
2480;A09.05.058;Исследование уровня паратиреоидного гормона в крови;1;
2481;A09.05.059;Исследование уровня белковосвязанного йода в крови;0;01.01.2018
2482;A09.05.060;Исследование уровня общего трийодтиронина (Т3) в крови;1;
2483;A09.05.061;Исследование уровня свободного трийодтиронина (СТ3) в крови;1;
2484;A09.05.062;Исследование уровня свободного трийодтиронина (T3) в сыворотке крови;0;01.01.2018
2485;A09.05.063;Исследование уровня свободного тироксина (СТ4) сыворотки крови;1;
2486;A09.05.064;Исследование уровня общего тироксина (Т4) сыворотки крови;1;
2487;A09.05.065;Исследование уровня тиреотропного гормона (ТТГ) в крови;1;
2488;A09.05.066;Исследование уровня соматотропного гормона в крови;1;
2489;A09.05.067;Исследование уровня адренокортикотропного гормона в крови;1;
2490;A09.05.068;Исследование уровня глюкокортикоидов в крови;0;01.01.2018
2491;A09.05.069;Исследование уровня альдостерона в крови;1;
2492;A09.05.070;Исследование уровня гормонов коры надпочечников в крови;0;01.01.2018
2493;A09.05.071;Исследование уровня гормонов мозгового слоя надпочечников в крови;0;01.01.2018
2494;A09.05.072;Исследование уровня эстрогенов в крови;0;01.01.2018
2495;A09.05.073;Определение активности альфа-1-антитрипсина в крови;1;
2496;A09.05.074;Исследование уровня циркулирующих иммунных комплексов в крови;1;
2497;A09.05.075;Исследование уровня комплемента и его фракций в крови;1;
2498;A09.05.076;Исследование уровня ферритина в крови;1;
2499;A09.05.077;Исследование уровня церулоплазмина в крови;1;
2500;A09.05.078;Исследование уровня общего тестостерона в крови;1;
2501;A09.05.079;Исследование уровня гаптоглобина крови;1;
2502;A09.05.080;Исследование уровня фолиевой кислоты в сыворотке крови;1;
2503;A09.05.081;Исследование уровня фолиевой кислоты в эритроцитах;1;
2504;A09.05.082;Исследование уровня эритропоэтина крови;1;
2505;A09.05.083;Исследование уровня гликированного гемоглобина в крови;1;
2506;A09.05.084;Определение активности глюкуронидазы в сыворотке крови;1;
2507;A09.05.085;Исследование уровня гистамина в крови;1;
2508;A09.05.086;Исследование уровня лития в крови;1;
2509;A09.05.087;Исследование уровня пролактина в крови;1;
2510;A09.05.088;Исследование уровня фенилаланина в крови;1;
2511;A09.05.089;Исследование уровня альфа-фетопротеина в сыворотке крови;0;18.12.2020
2512;A09.05.090;Исследование уровня хорионического гонадотропина в крови;0;18.12.2020
2513;A09.05.091;Исследование уровня карбоксигемоглобина в крови;1;
2514;A09.05.092;Исследование уровня метгемоглобина в крови;1;
2515;A09.05.093;Исследование уровня оксигемоглобина в крови;1;
2516;A09.05.094;Исследование уровня гормон-связывающих транспортных белков в крови;0;01.01.2018
2517;A09.05.095;Исследование уровня гемопексина в крови;1;
2518;A09.05.096;Исследование уровня транскобаламина в крови;1;
2519;A09.05.097;Исследование уровня тироксин-связывающего глобулина в крови;1;
2520;A09.05.098;Исследование уровня транскортина в крови;1;
2521;A09.05.099;Определение аминокислотного состава и концентрации аминокислот в крови;1;
2522;A09.05.100;Определение активности алкогольдегидрогеназы в крови;1;
2523;A09.05.101;Исследование уровня криоглобулинов в сыворотке крови;0;01.01.2018
2524;A09.05.102;Исследование уровня фруктозамина в крови;1;
2525;A09.05.103;Исследование уровня парапротеинов в крови;0;01.01.2018
2526;A09.05.104;Исследование тимоловой и сулемовой проб в сыворотке крови;0;01.01.2018
2527;A09.05.105;Исследование серомукоида в сыворотке крови;0;01.01.2018
2528;A09.05.106;Исследование уровня парапротеинов в крови;1;
2529;A09.05.106.001;Исследование моноклональности иммуноглобулинов в крови методом иммунофиксации;1;
2530;A09.05.106.002;Исследование моноклональности сывороточных иммуноглобулинов в моче методом иммунофиксации;0;01.01.2018
2531;A09.05.106.003;Исследование моноклональности легких цепей иммуноглобулинов в крови методом иммунофиксации;1;
2532;A09.05.106.004;Исследование моноклональности легких цепей иммуноглобулинов в моче методом иммунофиксации;0;01.01.2018
2533;A09.05.106.005;Определение содержания свободных легких цепей каппа в крови;1;
2534;A09.05.106.007;Исследование уровня свободных легких цепей в моче;0;01.01.2018
2535;A09.05.107;Исследование эндотоксина в крови;1;
2536;A09.05.108;Исследование уровня фибронектина в крови;1;
2537;A09.05.109;Исследование уровня альфа-1-гликопротеина (орозомукоида) в крови;1;
2538;A09.05.110;Исследование уровня порфиринов в крови;1;
2539;A09.05.111;Исследование уровня буферных веществ в крови;1;
2540;A09.05.112;Исследование уровня рилизинг-гормонов гипоталамуса (либеринов) в крови;0;01.01.2018
2541;A09.05.113;Исследование уровня ингибирующих гормонов гипоталамуса (статинов) в крови;0;01.01.2018
2542;A09.05.114;Исследование уровня простагландинов в крови;0;01.01.2018
2543;A09.05.115;Исследование уровня вазопрессина (антидиуретического гормона) в крови;1;
2544;A09.05.116;Исследование уровня окситоцина в крови;1;
2545;A09.05.117;Исследование уровня тиреоглобулина в крови;1;
2546;A09.05.118;Исследование уровня антител к антигенам растительного, животного и химического происхождения в крови;1;
2547;A09.05.119;Исследование уровня кальцитонина в крови;1;
2548;A09.05.120;Определение активности проренина в крови;1;
2549;A09.05.121;Исследование уровня ренина в крови;1;
2550;A09.05.122;Исследование уровня ангиотензиногена, его производных и ангиотензинпревращающего фермента в крови;1;
2551;A09.05.123;Исследование уровня глюкагона в крови;1;
2552;A09.05.124;Исследование уровня серотонина, его предшественников и метаболитов в крови;1;
2553;A09.05.125;Исследование уровня протеина C в крови;1;
2554;A09.05.126;Определение активности протеина S в крови;1;
2555;A09.05.127;Исследование уровня общего магния в сыворотке крови;1;
2556;A09.05.128;Исследование уровня галактозы в крови;1;
2557;A09.05.129;Исследование уровня желчных кислот в крови;1;
2558;A09.05.130;Исследование уровня простатспецифического антигена общего в крови;1;
2559;A09.05.131;Исследование уровня лютеинизирующего гормона в сыворотке крови;1;
2560;A09.05.132;Исследование уровня фолликулостимулирующего гормона в сыворотке крови;1;
2561;A09.05.133;Исследование уровня метилированных катехоламинов в крови;1;
2562;A09.05.133.001;Исследование уровня метанефринов в крови;1;
2563;A09.05.134;Исследование уровня кортикостерона в крови;1;
2564;A09.05.135;Исследование уровня общего кортизола в крови;1;
2565;A09.05.136;Исследование уровня свободного кортизола в крови;1;
2566;A09.05.137;Исследование уровня 18-гидроксидезоксикортикостерона в крови;1;
2567;A09.05.138;Исследование уровня 18-гидроксикортикостерона в крови;1;
2568;A09.05.139;Исследование уровня 17-гидроксипрогестерона в крови;1;
2569;A09.05.141;Исследование уровня 11-дезоксикортикостерона в крови;1;
2570;A09.05.142;Исследование уровня 11-дезоксикортикортизола в крови;1;
2571;A09.05.143;Исследование уровня адреналина в крови;1;
2572;A09.05.144;Исследование уровня норадреналина в крови;1;
2573;A09.05.145;Исследование уровня дофамина в крови;1;
2574;A09.05.146;Исследование уровня андростендиона в крови;1;
2575;A09.05.147;Исследование уровня 3-андростендиол глюкуронида в крови;1;
2576;A09.05.148;Исследование уровня свободного (неконъюгированного) дегидроэпиандростерона в крови;1;
2577;A09.05.149;Исследование уровня дегидроэпиандростерона сульфата в крови;1;
2578;A09.05.150;Исследование уровня дигидротестостерона в крови;1;
2579;A09.05.151;Определение уровня прогестерона в крови;0;01.01.2018
2580;A09.05.152;Исследование уровня прегненолона сульфата в крови;1;
2581;A09.05.153;Исследование уровня прогестерона в крови;1;
2582;A09.05.154;Исследование уровня общего эстрадиола в крови;1;
2583;A09.05.155;Исследование уровня неконъюгированного эстрадиола в крови;1;
2584;A09.05.156;Исследование уровня общего эстриола в крови;1;
2585;A09.05.157;Исследование уровня свободного эстриола в крови;1;
2586;A09.05.158;Исследование уровня эстрона в крови;1;
2587;A09.05.159;Исследование уровня лептина в крови;1;
2588;A09.05.160;Исследование уровня глобулина, связывающего половые гормоны, в крови;1;
2589;A09.05.161;Исследование уровня белка A, связанного с беременностью, в крови (PAPP-A);1;
2590;A09.05.162;Исследование уровня тиролиберина в крови;1;
2591;A09.05.163;Исследование уровня гонадолиберина в крови;1;
2592;A09.05.164;Исследование уровня кортиколиберина в крови;1;
2593;A09.05.165;Исследование уровня пролактолиберина в крови;1;
2594;A09.05.166;Исследование уровня соматолиберина в крови;1;
2595;A09.05.167;Исследование уровня меланоцитолиберина в крови;1;
2596;A09.05.168;Исследование уровня пролактостатина в крови;1;
2597;A09.05.169;Исследование уровня соматостатина в крови;1;
2598;A09.05.170;Исследование уровня меланоцитостатина в крови;1;
2599;A09.05.171;Исследование уровня общих простагландинов в крови;1;
2600;A09.05.172;Исследование уровня простагландина D2 в крови;1;
2601;A09.05.173;Определение активности липазы в сыворотке крови;1;
2602;A09.05.174;Определение активности холинэстеразы в крови;1;
2603;A09.05.174.001;Определение активности псевдохолинэстеразы в крови;1;
2604;A09.05.175;Определение активности простатической кислой фосфатазы крови;1;
2605;A09.05.176;Исследование уровня сывороточного амилоида A в крови;1;
2606;A09.05.177;Исследование уровня/активности изоферментов креатинкиназы в крови;1;
2607;A09.05.178;Исследование уровня изоферментов лактатдегидрогеназы в крови;0;01.01.2018
2608;A09.05.179;Исследование уровня/активности изоферментов щелочной фосфатазы в крови;1;
2609;A09.05.180;Определение активности панкреатической амилазы в крови;1;
2610;A09.05.181;Исследование уровня меди в крови;0;01.01.2018
2611;A09.05.182;Определение активности прекалликреина в крови;1;
2612;A09.05.183;Определение активности высокомолекулярного кининогена в крови;1;
2613;A09.05.184;Определение активности фактора XII в сыворотке крови;1;
2614;A09.05.185;Определение активности фактора XI в сыворотке крови;1;
2615;A09.05.186;Определение активности фактора X в сыворотке крови;1;
2616;A09.05.187;Определение активности фактора IX в сыворотке крови;1;
2617;A09.05.188;Определение активности фактора VIII в сыворотке крови;1;
2618;A09.05.189;Определение активности фактора VII в сыворотке крови;1;
2619;A09.05.190;Определение активности фактора V в сыворотке крови;1;
2620;A09.05.191;Исследование уровня диеновых конъюгатов в крови;1;
2621;A09.05.192;Исследование уровня малонового диальдегида в крови;1;
2622;A09.05.193;Исследование уровня тропонинов I, T в крови;1;
2623;A09.05.193.001;Экспресс-исследование уровня тропонинов I, T в крови;1;
2624;A09.05.194;Молекулярно-биологическое исследование крови на онкомаркеры;0;01.01.2018
2625;A09.05.195;Исследование уровня ракового эмбрионального антигена в крови;1;
2626;A09.05.196;Исследование уровня антигена плоскоклеточных раков в крови;1;
2627;A09.05.197;Определение активности альдолазы в крови;1;
2628;A09.05.198;Определение активности опухолеассоциированной протеинкиназы в крови;1;
2629;A09.05.199;Исследование уровня опухолеассоциированных антигенов в сыворотке крови;0;01.01.2018
2630;A09.05.200;Исследование уровня антигена аденогенных раков CA 72-4 в крови;1;
2631;A09.05.201;Исследование уровня антигена аденогенных раков CA 19-9 в крови;1;
2632;A09.05.202;Исследование уровня антигена аденогенных раков CA 125 в крови;1;
2633;A09.05.203;Исследование уровня ингибина B в крови;1;
2634;A09.05.204;Исследование уровня инсулиноподобного ростового фактора I в крови;1;
2635;A09.05.204.001;Исследование тирозинкиназы bcr-abl (химерный ген, образованный слиянием области кластера разрывов на 22 хромосоме и гена тирозин-киназы Абельсона на 9 хромосоме) в крови методом вложенной полимеразной цепной реакции;0;01.01.2018
2636;A09.05.204.002;Количественное исследование уровня тирозинкиназы bcr-abl (химерный ген, образованный слиянием области кластера разрывов на 22 хромосоме и гена тирозин-киназы Абельсона на 9 хромосоме) в крови методом полимеразной цепной реакции в реальном времени;0;01.01.2018
2637;A09.05.204.003;Исследование активности теломеразы клеток;0;01.01.2018
2638;A09.05.204.004;Определение длины теломер в клетках;0;01.01.2018
2639;A09.05.205;Исследование уровня C-пептида в крови;1;
2640;A09.05.206;Исследование уровня ионизированного кальция в крови;1;
2641;A09.05.207;Исследование уровня молочной кислоты в крови;1;
2642;A09.05.208;Исследование уровня пировиноградной кислоты в крови;1;
2643;A09.05.209;Исследование уровня прокальцитонина в крови;1;
2644;A09.05.210;Определение фракций пролактина в крови;1;
2645;A09.05.211;Определение психоактивных веществ в крови;1;
2646;A09.05.212;Исследование уровня соматомедина C в крови;0;01.01.2018
2647;A09.05.213;Исследование уровня соматомедина A в крови;1;
2648;A09.05.214;Исследование уровня гомоцистеина в крови;1;
2649;A09.05.215;Исследование активности церулоплазмина в крови;0;01.01.2018
2650;A09.05.216;Исследование уровня лактоферрина в крови;1;
2651;A09.05.217;Исследование уровня оксида азота в крови;1;
2652;A09.05.218;Исследование уровня ингибина A в крови;1;
2653;A09.05.219;Исследование уровня белка S-100 в сыворотке крови;1;
2654;A09.05.220;Исследование уровня антигена фактора Виллебранда;1;
2655;A09.05.221;Исследование уровня 1,25-OH витамина Д в крови;1;
2656;A09.05.221.001;Определение 1,25-OH витамина Д в крови на автоматическом анализаторе;0;01.01.2018
2657;A09.05.221.002;Определение 1,25-OH витамина Д в крови ручным методом иммунофлюоресценции;0;01.01.2018
2658;A09.05.222;Определение С-концевого телопептида в крови;1;
2659;A09.05.223;Определение N-концевого телопептида в моче;0;01.01.2018
2660;A09.05.224;Исследование уровня остеокальцина в крови;1;
2661;A09.05.225;Исследование уровня антимюллерова гормона в крови;1;
2662;A09.05.226;Определение уровня антимюллерова гормона в плазме крови;0;01.01.2018
2663;A09.05.227;Определение хромогранина A в крови;1;
2664;A09.05.228;Молекулярно-биологическое исследование крови на ДНК вируса иммунодефицита человека ВИЧ-1 (Humman immunodeficiency virus HIV-1);0;01.01.2018
2665;A09.07.001;Цитологическое исследование отделяемого полости рта;0;01.01.2018
2666;A09.07.002;Цитологическое исследование содержимого кисты (абсцесса) полости рта или содержимого зубодесневого кармана;0;01.01.2018
2667;A09.07.003;Микроскопическое исследование отделяемого из ротоглотки;0;01.01.2018
2668;A09.07.004;Исследование отделяемого из полости рта на чувствительность к антибактериальным и противогрибковым препаратам;0;01.01.2018
2669;A09.07.005;Определение психоактивных веществ в слюне;1;
2670;A09.07.005.001;Количественное определение одной группы психоактивных веществ, в том числе наркотических средств и психотропных веществ, их метаболитов в слюне иммунохимическим методом;1;
2671;A09.07.006;Исследование уровня психоактивных веществ в слюне;0;01.01.2018
2672;A09.07.007;Исследование уровня свободного кортизола в слюне;1;
2673;A09.08.001;Серологическое исследование смывов с верхних дыхательных путей;0;01.01.2018
2674;A09.08.002;Цитологическое исследование смывов с верхних дыхательных путей;0;01.01.2018
2675;A09.09.001;Микроскопическое исследование нативного и окрашенного препарата мокроты;0;01.01.2018
2676;A09.09.002;Цитологическое исследование плевральной жидкости;0;01.01.2018
2677;A09.09.003;Биохимическое исследование плевральной жидкости;0;01.01.2018
2678;A09.09.004;Микроскопическое исследование лаважной жидкости;0;01.01.2018
2679;A09.09.005;Исследование мокроты на гемосидерин;1;
2680;A09.09.006;Исследование химических свойств мокроты;1;
2681;A09.09.007;Исследование физических свойств мокроты;0;01.01.2018
2682;A09.09.008;Исследование физических свойств плевральной жидкости;0;01.01.2018
2683;A09.09.009;Исследование уровня белка в плевральной жидкости;1;
2684;A09.09.010;Экспресс-диагностика общего, рода и видов эндотоксинов в мокроте;1;
2685;A09.09.011;Цитологическое исследование лаважной жидкости;0;01.01.2018
2686;A09.09.012;Микроскопическое исследование нативного и окрашенного препарата плевральной жидкости;0;01.01.2018
2687;A09.14.001;Экспресс-диагностика общего, рода и видов эндотоксинов в желчи;1;
2688;A09.16.001;Исследование физических свойств желудочного сока;0;01.01.2018
2689;A09.16.002;Определение кислотности желудочного содержимого (свободной и связанной соляной кислоты и общей кислотности);1;
2690;A09.16.003;Исследование уровня пепсина в желудочном содержимом;1;
2691;A09.16.004;Внутрижелудочное определение концентрации водородных ионов (pH) в желудочном содержимом;1;
2692;A09.16.005;Исследование желудочного содержимого микроскопическое;0;01.01.2018
2693;A09.16.006;Исследование физических свойств дуоденального содержимого;0;01.01.2018
2694;A09.16.007;Исследование химических свойств дуоденального содержимого;1;
2695;A09.16.008;Исследование дуоденального содержимого микроскопическое;0;01.01.2018
2696;A09.16.009;Исследование уровня молочной кислоты в желудочном содержимом;1;
2697;A09.16.010;Определение концентрации водородных ионов (pH) в желчи;1;
2698;A09.16.011;Исследование уровня билирубина в желчи;1;
